*������� ���������� 	AM1[10]
9	0,0489496883469567
9,12	0,0490422290172123
9,24	0,0491347696874893
9,36	0,0492273103577094
9,48	0,0493198510278656
9,6	0,0494123916982403
9,71999999999999	0,0495049323686505
9,83999999999999	0,0495974730390838
9,95999999999999	0,0496900137095011
10,08	0,0497825543798882
10,2	0,0498750950502398
10,32	0,0499676357208632
10,44	0,0500601763914421
10,56	0,05015271706222
10,68	0,050245257732799
10,8	0,050337798403481
10,92	0,0504303390742216
11,04	0,0505228797448645
11,16	0,0506154204156743
11,28	0,0507079610865393
11,4	0,050800501757406
11,52	0,050893042428342
11,64	0,0509855830993384
11,76	0,0510781237703881
11,88	0,0511706644411962
12	0,0512632051123134
12,12	0,0513557457835283
12,24	0,0514482864544998
12,36	0,0515408271256277
12,48	0,0516333677969296
12,6	0,0517259084682244
12,72	0,051818449139537
12,84	0,0519109898109651
12,96	0,0520035304820983
13,08	0,0520960711534624
13,2	0,05218861182491
13,32	0,0522811524963327
13,44	0,052373693168029
13,56	0,052466233839521
13,68	0,052558774511132
13,8	0,0526513151826773
13,92	0,0527438558543931
14,04	0,0528363965260255
14,16	0,0529289371976489
14,28	0,0530214778694056
14,4	0,0531140185412724
14,52	0,053206559213125
14,64	0,0532990998850593
14,76	0,0533916405569066
14,88	0,0534841812290185
15	0,0535767219008925
15,12	0,0536692625728783
15,24	0,0537618032449902
15,36	0,0538543439170116
15,48	0,0539468845890578
15,6	0,0540394252612639
15,72	0,0541319659336139
15,84	0,0542245066057117
15,96	0,0543170472781522
16,08	0,054409587950456
16,2	0,0545021286227225
16,32	0,054594669295124
16,44	0,0546872099676037
16,56	0,05477975064003
16,68	0,0548722913125168
16,8	0,0549648319853553
16,92	0,0550573726576147
17,04	0,0551499133302613
17,16	0,0552424540030358
17,28	0,0553349946757713
17,4	0,0554275353483149
17,52	0,0555200760212173
17,64	0,0556126166941802
17,76	0,0557051573668694
17,88	0,0557976980396901
18	0,0558902387127809
18,12	0,0559827793855767
18,24	0,0560753200586213
18,36	0,0561678607314562
18,48	0,0562604014046144
18,6	0,0563529420778721
18,72	0,0564454827508705
18,84	0,056538023424185
18,96	0,0566305640973717
19,08	0,0567231047706116
19,2	0,0568156454437734
19,32	0,0569081861172656
19,44	0,0570007267906476
19,56	0,057093267463916
19,68	0,0571858081374366
19,8	0,0572783488109252
19,92	0,0573708894843428
20,04	0,0574634301579593
20,16	0,0575559708316682
20,28	0,057648511505235
20,4	0,0577410521789155
20,52	0,057833592852532
20,64	0,0579261335262444
