*¬ходное напр€жение 	AM1[3]
0,72921199999999	6,6734128920749E-5
0,72945799999999	6,71753604790841E-5
0,72970399999999	6,7618900057816E-5
0,72994999999999	6,80647527499655E-5
0,73019599999999	6,85129235963771E-5
0,73044199999999	6,89634175860894E-5
0,73068799999999	6,94162396560713E-5
0,73093399999999	6,98713946908514E-5
0,73117999999999	7,03288875222902E-5
0,73142599999999	7,07887229295461E-5
0,73167199999999	7,12509056379439E-5
0,73191799999999	7,17154403197717E-5
0,73216399999999	7,21823315938382E-5
0,73240999999999	7,26515840244184E-5
0,732655999999989	7,31232021222595E-5
0,732901999999989	7,35971903437819E-5
0,733147999999989	7,40735530902065E-5
0,733393999999989	7,45522947090617E-5
0,733639999999989	7,50334194921504E-5
0,733885999999989	7,55169316763971E-5
0,734131999999989	7,60028354438325E-5
0,734377999999989	7,64911349208457E-5
0,734623999999989	7,69818341779631E-5
0,734869999999989	7,74749372306411E-5
0,735115999999989	7,79704480379992E-5
0,735361999999989	7,84683705037817E-5
0,735607999999989	7,89687084749228E-5
0,735853999999989	7,94714657428985E-5
0,736099999999989	7,99766460420094E-5
0,736345999999989	8,04842530515643E-5
0,736591999999989	8,09942903930035E-5
0,736837999999989	8,15067616318395E-5
0,737083999999989	8,20216702772563E-5
0,737329999999989	8,25390197813833E-5
0,737575999999989	8,30588135399503E-5
0,737821999999989	8,35810548913828E-5
0,738067999999989	8,4105747117931E-5
0,738313999999989	8,46328934448108E-5
0,738559999999989	8,51624970403288E-5
0,738805999999989	8,56945610158964E-5
0,739051999999989	8,62290884264217E-5
0,739297999999989	8,67660822693329E-5
0,739543999999988	8,73055454859808E-5
0,739789999999988	8,78474809604109E-5
0,740035999999988	8,83918915196428E-5
0,740281999999988	8,89387799347741E-5
0,740527999999988	8,94881489195113E-5
0,740773999999988	9,00400011309738E-5
0,741019999999988	9,05943391700129E-5
0,741265999999988	9,11511655809322E-5
0,741511999999988	9,17104828510281E-5
0,741757999999988	9,22722934117294E-5
0,742003999999988	9,28365996379732E-5
0,742249999999988	9,34034038486426E-5
0,742495999999988	9,39727083063191E-5
0,742741999999988	9,45445152180108E-5
0,742987999999988	9,51188267340577E-5
0,743233999999988	9,56956449503393E-5
0,743479999999988	9,6274971905755E-5
0,743725999999988	9,68568095844051E-5
0,743971999999988	9,74411599152236E-5
0,744217999999988	9,8028024771472E-5
0,744463999999988	9,86174059718933E-5
0,744709999999988	9,92093052801222E-5
0,744955999999988	9,98037244048916E-5
0,745201999999988	0,000100400665000734
0,745447999999988	0,000101000128668372
0,745693999999988	0,000101602116953009
0,745939999999988	0,000102206631346964
0,746185999999988	0,000102813673288787
0,746431999999988	0,000103423244162981
0,746677999999988	0,000104035345301408
0,746923999999988	0,000104649977982312
0,747169999999988	0,00010526714343093
0,747415999999988	0,000105886842820488
0,747661999999987	0,000106509077271416
0,747907999999987	0,000107133847851719
0,748153999999987	0,000107761155578342
0,748399999999987	0,00010839100141573
0,748645999999987	0,000109023386277549
0,748891999999987	0,000109658311024983
0,749137999999987	0,000110295776470466
0,749383999999987	0,000110935783374738
0,749629999999987	0,000111578332447371
0,749875999999987	0,000112223424349034
0,750121999999987	0,000112871059690333
0,750367999999987	0,000113521239032743
0,750613999999987	0,000114173962887946
0,750859999999987	0,000114829231718414
0,751105999999987	0,000115487045939794
0,751351999999987	0,000116147405917056
0,751597999999987	0,000116810311969413
0,751843999999987	0,000117475764367164
0,752089999999987	0,000118143763333741
0,752335999999987	0,000118814309045199
0,752581999999987	0,000119487401630903
0,752827999999987	0,00012016304117477
0,753073999999987	0,000120841227713488
0,753319999999987	0,000121521961238986
0,753565999999987	0,000122205241697285
0,753811999999987	0,000122891068989758
0,754057999999987	0,000123579442972559
0,754303999999987	0,000124270363458444
0,754549999999987	0,000124963830215296
0,754795999999987	0,000125659842967658
